date,ticker,close,vol_5d,vol_20d,vol_60d,drawdown_60d,de_ratio,prev_return_5d,prev_return_20d,prev_return_60d,future_return_5d,future_return_20d,future_return_60d,label_5d,label_20d,label_60d,sentiment_score,decayed_sentiment
2023-11-29,AAPL,187.7801818847656,0.0048245158891669,0.0097956299222081,0.0122632003173049,-0.0108644971644571,0.0304595097608417,-0.0066617730363985,0.1103792411927933,-0.0004243969522369,0.0155780400414029,0.0222316717158166,-0.0343610890042077,0,0,0,0.2312,0.49664835952639996
2023-11-30,AAPL,188.3553161621093,0.0047141876910088,0.0092766548303193,0.0113276447976952,-0.007834966961065,0.0304595097608417,-0.0071088251906263,0.0932933689000492,0.0398569074197812,0.0227428525507098,0.0135824908089352,-0.0436877544443664,0,0,0,0.2312,0.62851868762112
2023-12-01,AAPL,189.63449096679688,0.0046633442025545,0.0084875119496433,0.0106468976486302,-0.0010968905519922,0.0304595097608417,0.0066852679963653,0.0784025265464041,0.0784633543850246,0.0233738062933632,-0.029282534455176,-0.0536463723597078,0,0,0,0.2312,0.734014950096896
2023-12-04,AAPL,187.8396759033203,0.0067827521542576,0.0087756273278631,0.0107330533196557,-0.0105511113461661,0.0304595097608417,-0.0018968422663969,0.0737591475841499,0.0645391036874558,0.0197962496489716,-0.0273451553951618,-0.0503654634130015,0,0,0,0.3842,0.9714119600775168
2023-12-05,AAPL,191.7961883544922,0.0119009361177349,0.0093047071556515,0.0110171481421587,0.0,0.0304595097608417,0.0158614151102975,0.0805937406562298,0.0798106235478524,0.0066694485206517,-0.0595077550478119,-0.0935609892315201,0,0,0,0.5828,1.3599295680620136
2023-12-06,AAPL,190.70542907714844,0.011951703047394,0.0091945410924254,0.0107906962946962,-0.0056870748407561,0.0304595097608417,0.0155780400414029,0.0591428516949961,0.0923051133974595,0.0293260455953563,-0.0579243788901503,-0.1143039593870126,0,0,1,0.5828,1.6707436544496108
2023-12-07,AAPL,192.63905334472656,0.0123506694173555,0.0093152422824376,0.0107015144870835,0.0,0.0304595097608417,0.0227428525507098,0.0636226088845157,0.1166175582742408,0.0197663438917374,-0.0448345568913486,-0.1283482430167369,0,0,1,0.1973,1.5338949235596888
2023-12-08,AAPL,194.0669708251953,0.0123817006884108,0.0092591178186749,0.0106880235598438,0.0,0.0304595097608417,0.0233738062933632,0.0743261900930567,0.1151008440516971,0.0095038885870071,-0.0540084804872447,-0.1353755704444271,0,0,1,-0.193,1.034115938847751
2023-12-11,AAPL,191.5581970214844,0.0134244641817803,0.0087481080344621,0.0108309427553167,-0.0129273610704765,0.0304595097608417,0.0197962496489716,0.0363734962565691,0.1052768739277572,0.0140284044283085,-0.0361838075290676,-0.1150851388860787,0,0,1,0.0,0.8272927510782009
2023-12-12,AAPL,193.0753631591797,0.0101308031631065,0.0084892493547931,0.0106783787547884,-0.0051096158290058,0.0304595097608417,0.0066694485206517,0.0536255083319052,0.0955022234473941,0.0114529018989144,-0.0468390004984435,-0.1116510543777725,0,0,1,0.0,0.6618342008625607
2023-12-13,AAPL,196.29806518554688,0.0111271119727729,0.0086777573074047,0.010840162650681,0.0,0.0304595097608417,0.0293260455953563,0.056124568383064,0.1069459133205761,-0.0158111529399693,-0.0608203603845906,-0.1238075989984912,0,0,1,0.0,0.5294673606900486
2023-12-14,AAPL,196.4468231201172,0.0110128006404826,0.0086890111431944,0.0104589746196065,0.0,0.0304595097608417,0.0197663438917374,0.0537206597391173,0.13038350284103,-0.0173137432531487,-0.0730907427558028,-0.1350846051203095,0,0,1,0.1986,0.6221738885520389
2023-12-15,AAPL,195.911361694336,0.0111531538178297,0.0086320246240515,0.0103791874258861,-0.0027257321715701,0.0304595097608417,0.0095038885870071,0.0414317866380196,0.137413349090326,-0.0200942469601215,-0.0753657905327314,-0.1232438319786198,0,0,1,-0.1916,0.30613911084163115
2023-12-18,AAPL,194.2454528808593,0.009767983485161,0.0089419623514217,0.0104637977140113,-0.011205934533804,0.0304595097608417,0.0140284044283085,0.0326848221881457,0.1221928144088413,-0.0144979564134368,-0.037061618671382,-0.1176666742602358,0,0,1,-0.1916,0.053311288673304924
2023-12-19,AAPL,195.28663635253903,0.0094977037340534,0.0088078953709846,0.0104493577026023,-0.0059058566035895,0.0304595097608417,0.0114529018989144,0.0286758874489181,0.1199424728367042,-0.0192443452472808,-0.0273179143644411,-0.1167782764983331,0,0,1,-0.3913,-0.34865096906135606
2023-12-20,AAPL,193.19436645507807,0.0065905768793619,0.0091410107388526,0.0100485937397479,-0.0165564228190666,0.0304595097608417,-0.0158111529399693,0.0219787173899461,0.1344886471262583,-0.0064159076408797,-0.0048249034490134,-0.0950846942774554,0,0,0,-0.3913,-0.6702207752490849
2023-12-21,AAPL,193.04559326171875,0.0063957628636747,0.0091323202216625,0.00995138793005,-0.0173137432531487,0.0304595097608417,-0.0173137432531487,0.0176153760398003,0.1437920657505436,-0.0110437265777576,0.0025683250502155,-0.0810662916051585,0,0,0,-0.1937,-0.7298766201992679
2023-12-22,AAPL,191.97467041015625,0.0064379638644723,0.009071457324674,0.0100023637097082,-0.0227652075962889,0.0304595097608417,-0.0200942469601215,0.0191082410435536,0.1357141780346391,-0.0411156218792851,0.0046487424304035,-0.1136948850559547,0,0,1,-0.0021,-0.5860012961594143
2023-12-26,AAPL,191.4292907714844,0.0059337058743172,0.0091025209087008,0.0100225007740794,-0.0255414277967979,0.0304595097608417,-0.0144979564134368,0.0171769019664567,0.1290481525536284,-0.0455840376357756,0.0058016772534557,-0.1064498772867743,0,0,1,0.0002,-0.4686010369275315
2023-12-27,AAPL,191.52847290039065,0.0044602793121122,0.009086257999189,0.0098829862981036,-0.0250365475074099,0.0304595097608417,-0.0192443452472808,0.0144434421965302,0.11311923304798,-0.0581931499417225,-0.0037796337001005,-0.1143256737367163,0,0,1,0.0002,-0.37468082954202525
2023-12-28,AAPL,191.9548492431641,0.0030180512364674,0.0089732575948361,0.0098022412497557,-0.0228661059802759,0.0304595097608417,-0.0064159076408797,0.0222316717158166,0.1243332178608416,-0.0640562806554205,-0.0095568719533372,-0.1221895662090311,0,0,1,-0.393,-0.6927446636336203
2023-12-29,AAPL,190.9136505126953,0.0034996504250914,0.00907751897965,0.0098232211820867,-0.0281662615843811,0.0304595097608417,-0.0110437265777576,0.0135824908089352,0.1101212483539011,-0.0362021455568408,-0.0233209398837905,-0.0986798214825351,0,0,0,-0.393,-0.9471957309068962
2024-01-02,AAPL,184.08151245117188,0.0156695076166662,0.0120750246810889,0.0109274963336508,-0.0629448238080416,0.0304595097608417,-0.0411156218792851,-0.029282534455176,0.0627440986219436,-0.0026933928693101,-0.006679644156822,-0.0750981062115062,0,0,0,0.0056,-0.7521565847255169
2024-01-03,AAPL,182.7031707763672,0.0154031777360905,0.0120135986345359,0.010832468461734,-0.0699611840266128,0.0304595097608417,-0.0455840376357756,-0.0273451553951618,0.0394542828879376,0.0105292169002979,0.014165623054319,-0.0760001453192785,0,0,0,0.0056,-0.5961252677804135
2024-01-04,AAPL,180.38282775878903,0.0144234089573138,0.0110357183156461,0.0109198544536166,-0.0817727418860105,0.0304595097608417,-0.0581931499417225,-0.0595077550478119,0.0176527262156107,0.0202296328008575,0.0216590538870093,-0.0706643931951841,0,0,0,0.3983,-0.07860021422433083
2024-01-05,AAPL,179.658935546875,0.0131132146290087,0.0110206390735377,0.0109239855643365,-0.0854576689335273,0.0304595097608417,-0.0640562806554205,-0.0579243788901503,0.0169778345465705,0.0261618524955733,0.0358759476710293,-0.0624435202335154,0,0,0,0.3981,0.33521982862053534
2024-01-08,AAPL,184.00216674804688,0.0214595857458608,0.0122719023272582,0.011310086796826,-0.0633487280395521,0.0304595097608417,-0.0362021455568408,-0.0448345568913486,0.033395103434068,-0.0104008984003836,0.0201552961555104,-0.0890523955767945,0,0,0,0.1996,0.4677758628964283
2024-01-09,AAPL,183.5857086181641,0.0143349279980435,0.0120611380916697,0.0113007604040326,-0.0654686815377473,0.0304595097608417,-0.0026933928693101,-0.0540084804872447,0.025864129292509,-0.0132873173550736,0.0230636764093639,-0.0828757210359861,0,0,0,0.1996,0.5738206903171427
2024-01-10,AAPL,184.6268920898437,0.0139237010082889,0.0119477759333203,0.0112303336331214,-0.0601686036075327,0.0304595097608417,0.0105292169002979,-0.0361838075290676,0.0424114021538462,0.0131048617041005,0.0114400281395219,-0.0941245854858646,0,0,0,0.1996,0.6586565522537142
2024-01-11,AAPL,184.0319061279297,0.0118890723640488,0.0117298054783652,0.0112405309892173,-0.0631973416266263,0.0304595097608417,0.0202296328008575,-0.0468390004984435,0.0398080624661716,0.0321678275292964,0.0188642215656369,-0.0846138889775606,0,0,0,0.3991,0.9260252418029714
2024-01-12,AAPL,184.3591461181641,0.0111648457926017,0.0109017676315531,0.011171765202427,-0.0615315473672085,0.0304595097608417,0.0261618524955733,-0.0608203603845906,0.0508887075676285,0.0428678280317569,0.0079002423490301,-0.0964172717115754,0,0,0,0.3761,1.1169201934423771
2024-01-16,AAPL,182.08837890625,0.0067287815034013,0.0110508016908112,0.0112514151353821,-0.0730907427558028,0.0304595097608417,-0.0104008984003836,-0.0730907427558028,0.0456775191247091,0.0628981281357514,0.0089642936632012,-0.0455625011731832,0,0,0,0.0,0.8935361547539018
2024-01-17,AAPL,181.14634704589844,0.0068739066120678,0.011052655799151,0.0112715872592218,-0.0778860957444106,0.0304595097608417,-0.0132873173550736,-0.0753657905327314,0.0425206546143472,0.0647032874319373,0.0093331088200612,-0.0323226670155102,0,0,0,0.0,0.7148289238031215
2024-01-18,AAPL,187.04640197753903,0.0174333325402407,0.0136529591490539,0.0118118743087782,-0.0478522431326376,0.0304595097608417,0.0131048617041005,-0.037061618671382,0.092541108639822,0.0293697162724309,-0.0240438436964163,-0.0833358010545204,0,0,0,0.1956,0.7674631390424972
2024-01-19,AAPL,189.95181274414065,0.0178460233659531,0.014115346470204,0.0119483231779004,-0.0330624352830851,0.0304595097608417,0.0321678275292964,-0.0273179143644411,0.1087419621056891,0.0044893105952903,-0.0470733367596666,-0.1146579212160773,0,0,1,0.1956,0.8095705112339978
2024-01-22,AAPL,192.26222229003903,0.0177663968934862,0.0142378291802897,0.0120228849461327,-0.021301443126517,0.0304595097608417,0.0428678280317569,-0.0048249034490134,0.1193809728731658,-0.0111403110626846,-0.062397932333378,-0.1324235837232046,0,0,1,0.0,0.6476564089871983
2024-01-23,AAPL,193.54139709472656,0.0137710482335492,0.0143172302919489,0.0118645269956511,-0.0147898855234431,0.0304595097608417,0.0628981281357514,0.0025683250502155,0.1422392048155143,-0.0365814882754389,-0.0646958052193449,-0.1430824786231458,0,0,1,0.0,0.5181251271897587
2024-01-24,AAPL,192.8671112060547,0.0132442378236463,0.0142808252317917,0.0113554763803461,-0.0182222947523752,0.0304595097608417,0.0647032874319373,0.0046487424304035,0.1669737575973731,-0.0519279709810464,-0.050872569441505,-0.1505884733854077,0,0,1,0.0,0.41450010175180696
2024-01-25,AAPL,192.53990173339844,0.0083416863519155,0.0142697454091724,0.0113471516313497,-0.0198879336640117,0.0304595097608417,0.0293697162724309,0.0058016772534557,0.1557830531066142,-0.0376474000647472,-0.0587995446294448,-0.1448133048086132,0,0,1,0.0,0.3316000814014456
2024-01-26,AAPL,190.8045654296875,0.0084288394187564,0.0144234213284965,0.0113679949134473,-0.0287215522288173,0.0304595097608417,0.0044893105952903,-0.0037796337001005,0.1314433309177549,-0.0341439224449816,-0.057316414289562,-0.1315196974417668,0,0,1,0.0,0.2652800651211565
2024-01-29,AAPL,190.120361328125,0.0056704323437732,0.0144328352313475,0.0113914036262207,-0.0322044494866882,0.0304595097608417,-0.0111403110626846,-0.0095568719533372,0.1242171587434695,-0.0211234145721319,-0.0462470769827398,-0.1173227858585677,0,0,1,0.3777,0.5899240520969251
2024-01-30,AAPL,186.4613647460937,0.0071647357635335,0.0150065162077885,0.0115013085719812,-0.0508303377750112,0.0304595097608417,-0.0365814882754389,-0.0233209398837905,0.0823000793750188,0.0067006919514773,-0.0339741661410226,-0.0953691886337828,0,0,0,0.1999,0.6718392416775401
2024-01-31,AAPL,182.85191345214844,0.0084028283700683,0.0133662815013439,0.0115238535752336,-0.0692040189403122,0.0304595097608417,-0.0519279709810464,-0.006679644156822,0.0398317544732249,0.0271692893400803,-0.0185430107674936,-0.0807156877152303,0,0,0,0.378,0.9154713933420321
2024-02-01,AAPL,185.2912750244141,0.0135136952051327,0.0135824089439454,0.0116109424018806,-0.0567866047336488,0.0304595097608417,-0.0376474000647472,0.014165623054319,0.059191571579358,0.0078133949159735,-0.0373046785090217,-0.0703126486165276,0,0,0,0.378,1.1103771146736259
2024-02-02,AAPL,184.2897491455078,0.0135138627620424,0.0132959875003856,0.0115011289876117,-0.0618848082219988,0.0304595097608417,-0.0341439224449816,0.0216590538870093,0.0383019136213105,0.0174387107783633,-0.0566401655691402,-0.0823387866460036,0,0,0,0.378,1.2663016917389007
2024-02-05,AAPL,186.1043701171875,0.0155125158961366,0.0133733850496782,0.0114228632547066,-0.0526475961212454,0.0304595097608417,-0.0211234145721319,0.0358759476710293,0.0335894171061021,-0.0015515060997647,-0.0924068932359155,-0.0967815779824697,0,0,0,0.1999,1.2129413533911206
2024-02-06,AAPL,187.7107849121093,0.0136327823168531,0.0124257040222345,0.0114498162996899,-0.0444702442587537,0.0304595097608417,0.0067006919514773,0.0201552961555104,0.0364120426126639,-0.0212567024668068,-0.1054633893830617,-0.0847818866388322,0,1,0,0.1999,1.1702530827128965
2024-02-07,AAPL,187.8198699951172,0.0076361441648605,0.0124017839621364,0.0114417033522768,-0.0439149536143176,0.0304595097608417,0.0271692893400803,0.0230636764093639,0.0397431592693815,-0.0265300171915375,-0.1066171861918831,-0.0306003844515577,0,1,0,0.1999,1.1361024661703172
2024-02-08,AAPL,186.7390289306641,0.0074439779170127,0.0124487040844623,0.0110815032360446,-0.0494169059863967,0.0304595097608417,0.0078133949159735,0.0114400281395219,0.0103006987412981,-0.0224374166998893,-0.0922481696344269,-0.0338686575374389,0,0,0,0.1999,1.1087819729362538
2024-02-09,AAPL,187.50352478027344,0.0063469199579488,0.0124366522642955,0.0110313318524537,-0.0455252887157935,0.0304595097608417,0.0174387107783633,0.0188642215656369,0.023219603879568,-0.034630696639736,-0.0852529546360253,-0.0341542244770626,0,0,0,-0.0304,0.8566255783490031
2024-02-12,AAPL,185.8156280517578,0.0071647876526704,0.0126335618302495,0.0109453581302596,-0.0541174191544902,0.0304595097608417,-0.0015515060997647,0.0079002423490301,-0.0002731316302354,-0.0298692362780784,-0.07437886226143,-0.023563977603821,0,0,0,0.0,0.6853004626792025
2024-02-13,AAPL,183.72067260742188,0.0064642403732446,0.0125800582701792,0.011034810849475,-0.0647816559747261,0.0304595097608417,-0.0212567024668068,0.0089642936632012,-0.0145411095335636,-0.0146994456458707,-0.0751727653704827,-0.0025398830828222,0,0,0,0.0,0.548240370143362
2024-02-14,AAPL,182.8370056152344,0.0058753347089687,0.0125716544978495,0.0109832916869329,-0.0692799063315017,0.0304595097608417,-0.0265300171915375,0.0093331088200612,-0.028069287178436,0.0011948351608181,-0.0605485242279388,-0.0046249476106885,0,0,0,0.105,0.5435922961146896
2024-02-15,AAPL,182.5490875244141,0.0060964664820738,0.0100604711726176,0.0109842273761822,-0.0707455349746499,0.0304595097608417,-0.0224374166998893,-0.0240438436964163,-0.0294976320172393,-0.0072881456378661,-0.0611334256750324,0.0145363365365944,0,0,0,-0.0858,0.34907383689175175
2024-02-16,AAPL,181.01014709472656,0.003825981613367,0.0093700279102209,0.010956563267556,-0.0785794128925764,0.0304595097608417,-0.034630696639736,-0.0470733367596666,-0.0465257778121072,-0.0063080175552221,-0.0471175107886657,0.0294783278754608,0,0,0,-0.0858,0.19345906951340142
2024-02-20,AAPL,180.2654571533203,0.0038168474223705,0.0087264228699028,0.0109559417665092,-0.0823702094530833,0.0304595097608417,-0.0298692362780784,-0.062397932333378,-0.0464139091027818,0.0058934928812954,-0.0301828095890959,0.0463613257527566,0,0,0,0.1995,0.35426725561072114
2024-02-21,AAPL,181.02008056640625,0.0046814526978607,0.0085965764807321,0.0109606976856052,-0.0785288471897469,0.0304595097608417,-0.0146994456458707,-0.0646958052193449,-0.0457755898804691,-0.0049363871802626,-0.0200197549895763,0.04265842007962,0,0,0,0.1995,0.48291380448857696
2024-02-22,AAPL,183.0554656982422,0.0076498748395429,0.0091905800046511,0.0110363266584665,-0.0681678492387065,0.0304595097608417,0.0011948351608181,-0.050872569441505,-0.028239854442408,-0.0196343618169728,-0.0705105052438069,0.0312280278539398,0,0,0,0.1995,0.5858310435908616
2024-02-23,AAPL,181.21864318847656,0.0089779211395933,0.009336952729397,0.0111058506198035,-0.0775180768503921,0.0304595097608417,-0.0072881456378661,-0.0587995446294448,-0.0370783002217671,-0.0156694673319106,-0.0561033718707228,0.0480994784169708,0,0,0,0.3991,0.8677648348726893
2024-02-26,AAPL,179.8683319091797,0.0087959061245029,0.0092902950428106,0.0111296029761832,-0.0843917501317931,0.0304595097608417,-0.0063080175552221,-0.057316414289562,-0.0473152790238526,-0.0334510505774122,-0.0569109670626138,0.0632088071014809,0,0,0,0.3945,1.0887118678981516
2024-02-27,AAPL,181.32785034179688,0.0094691519687309,0.0096081610515422,0.0111704376533551,-0.0769621648148305,0.0304595097608417,0.0058934928812954,-0.0462470769827398,-0.0343610890042077,-0.0684991680061988,-0.0707441291296118,0.0467005433246865,0,0,0,0.3945,1.2654694943185214
2024-02-28,AAPL,180.12649536132812,0.0098470196108876,0.0088202250759752,0.0111877593704828,-0.0830775855754614,0.0304595097608417,-0.0049363871802626,-0.0339741661410226,-0.0436877544443664,-0.0677986102228167,-0.0447028616398286,0.0314931167655108,0,0,0,0.3945,1.4068755954548173
2024-02-29,AAPL,179.46128845214844,0.0071071911539936,0.0078059380941775,0.0111508610457587,-0.0864637788394417,0.0304595097608417,-0.0196343618169728,-0.0185430107674936,-0.0536463723597078,-0.0650070252334481,-0.0512865423735298,0.0524905037124265,0,0,0,0.3775,1.5030004763638538
2024-03-01,AAPL,178.37904357910156,0.0064431427693017,0.0071164471902463,0.0111146883861054,-0.0919728772094629,0.0304595097608417,-0.0156694673319106,-0.0373046785090217,-0.0503654634130015,-0.0497051003789568,-0.0536012534891258,0.0589317644132301,0,0,0,0.1779,1.380300381091083
2024-03-04,AAPL,173.85154724121094,0.012020301867367,0.0088328412776539,0.0111833020451527,-0.1150198080072305,0.0304595097608417,-0.0334510505774122,-0.0566401655691402,-0.0935609892315201,-0.0134209444215513,-0.0357509763212208,0.0882245062660536,0,0,0,-0.1963,0.9079403048728664
2024-03-05,AAPL,168.90704345703125,0.0118554061872277,0.0100024502780209,0.0116990374596761,-0.1401894885632575,0.0304595097608417,-0.0684991680061988,-0.0924068932359155,-0.1143039593870126,0.0182812363927811,-0.0027627284070488,0.1259668465364083,0,0,0,-0.1963,0.5300522438982931
2024-03-06,AAPL,167.91416931152344,0.0119762201661489,0.0094909773350609,0.0116007531244998,-0.1452436509555946,0.0304595097608417,-0.0677986102228167,-0.1054633893830617,-0.1283482430167369,0.0118853119332109,-0.0017737413401865,0.1383087509449609,0,0,0,-0.1963,0.2277417951186345
2024-03-07,AAPL,167.7950439453125,0.0126654682999408,0.0094516632513823,0.0115336369241862,-0.145850051020095,0.0304595097608417,-0.0650070252334481,-0.1066171861918831,-0.1353755704444271,0.0236684630981021,0.0034319648881073,0.1496636783534135,0,0,0,-0.1963,-0.014106563905092406
2024-03-08,AAPL,169.5126953125,0.0165035715330661,0.0100907422471521,0.0115614298410574,-0.1371064564945819,0.0304595097608417,-0.0497051003789568,-0.0922481696344269,-0.1150851388860787,0.0110702100172253,-0.0133543561795357,0.1398911027128544,0,0,0,-0.1963,-0.20758525112407392
2024-03-11,AAPL,171.51829528808594,0.0162413356651593,0.0105850506519726,0.0116289708230108,-0.1268970779781393,0.0304595097608417,-0.0134209444215513,-0.0852529546360253,-0.1116510543777725,0.0056151691948034,-0.0178292608870522,0.1353729237249572,0,0,0,0.032,-0.13406820089925914
2024-03-12,AAPL,171.994873046875,0.0074308903413088,0.0106426291862459,0.0113880986680571,-0.1244710893506843,0.0304595097608417,0.0182812363927811,-0.07437886226143,-0.1238075989984912,0.016452037712334,-0.0314610122769488,0.1241921472382188,0,0,0,0.5674,0.4601454392805927
2024-03-13,AAPL,169.90988159179688,0.0096317037489043,0.0106756016390428,0.011453824179799,-0.1327206338502561,0.0304595097608417,0.0118853119332109,-0.0751727653704827,-0.1350846051203095,0.0440599525074236,0.0228479668194971,0.1520891291357309,0,0,0,0.3913,0.7594163514244742
2024-03-14,AAPL,171.76649475097656,0.0100867465654284,0.0111692900617469,0.0115811645685454,-0.1204390737679715,0.0304595097608417,0.0236684630981021,-0.0605485242279388,-0.1232438319786198,-0.0094218749070014,0.0205204119894937,0.1178146999583988,0,0,0,0.3913,0.9988330811395794
2024-03-15,AAPL,171.3892364501953,0.0099210969298544,0.0111658085513754,0.0115508601657842,-0.122370892082975,0.0304595097608417,0.0110702100172253,-0.0611334256750324,-0.1176666742602358,-0.0019696113794624,0.0004055317919564,0.2016623687419121,0,0,0,0.3913,1.1903664649116634
2024-03-18,AAPL,172.4813995361328,0.0088440834349395,0.0112831426527792,0.011562553400398,-0.1088139172018386,0.0304595097608417,0.0056151691948034,-0.0471175107886657,-0.1167782764983331,-0.0165209022393559,-0.0249827910954435,0.2281775564390584,0,0,0,0.1916,1.1438931719293308
2024-03-19,AAPL,174.8245391845703,0.0105053544001793,0.011818804495016,0.0116771991609021,-0.0967072584528027,0.0304595097608417,0.016452037712334,-0.0301828095890959,-0.0950846942774554,-0.0361766702297513,-0.0458881197238337,0.2183702776072653,0,0,0,0.0,0.9151145375434647
2024-03-20,AAPL,177.39610290527344,0.0068753281219289,0.0123077294085378,0.0118652548459376,-0.0834203660395765,0.0304595097608417,0.0440599525074236,-0.0200197549895763,-0.0810662916051585,-0.0299994039135783,-0.0650921211567585,0.1909005042306222,0,0,0,0.0,0.7320916300347718
2024-03-21,AAPL,170.14813232421875,0.0229217013987549,0.0148457748331535,0.0129074416527818,-0.1208695665199639,0.0304595097608417,-0.0094218749070014,-0.0705105052438069,-0.1136948850559547,0.0006418357452917,-0.0371710513335871,0.266055309973394,0,0,0,0.0,0.5856733040278175
2024-03-22,AAPL,171.05166625976562,0.023124157583857,0.0148891059162174,0.0129405152141214,-0.1162011392526716,0.0304595097608417,-0.0019696113794624,-0.0561033718707228,-0.1064498772867743,-0.0130601651626283,-0.0373811266719606,0.2455341380522928,0,0,0,0.0,0.468538643222254
2024-03-25,AAPL,169.63185119628906,0.0230161367286462,0.0149043436659096,0.0129638998695405,-0.1235371153528216,0.0304595097608417,-0.0165209022393559,-0.0569109670626138,-0.1143256737367163,-0.0117646921249298,-0.0231197411026524,0.228939966050172,0,0,0,0.3503,0.7251309145778033
2024-03-26,AAPL,168.49996948242188,0.0210406853284226,0.0146988052144219,0.0129663517512634,-0.1293853820846836,0.0304595097608417,-0.0361766702297513,-0.0707441291296118,-0.1221895662090311,-0.0003535330758989,-0.0040656303728379,0.2242735411463057,0,0,0,0.3433,0.9234047316622427
2024-03-27,AAPL,172.07432556152344,0.0228536463368101,0.0156784656254577,0.0133018075614237,-0.110917208697715,0.0304595097608417,-0.0299994039135783,-0.0447028616398286,-0.0986798214825351,-0.0259073661289291,-0.0197335068536905,0.202598229698637,0,0,0,0.3433,1.0820237853297943
2024-03-28,AAPL,170.25733947753906,0.0132561901736632,0.0157884543194708,0.012583579289179,-0.1203053091829826,0.0304595097608417,0.0006418357452917,-0.0512865423735298,-0.0750981062115062,-0.0110798679152194,-0.0127127792338849,0.2208629963205721,0,0,0,0.3433,1.2089190282638353
2024-04-01,AAPL,168.8177032470703,0.0133581453305509,0.0158261885129569,0.0125923656340516,-0.1277436983445744,0.0304595097608417,-0.0130601651626283,-0.0536012534891258,-0.0760001453192785,-0.0092925138451306,0.0204081171499028,0.2558915300637574,0,0,0,0.0,0.9671352226110683
2024-04-02,AAPL,167.6361846923828,0.0132302476406744,0.014944606401372,0.0125257444440391,-0.1338484313496236,0.0304595097608417,-0.0117646921249298,-0.0357509763212208,-0.0706643931951841,0.0049158012252639,0.00882488539036,0.2697845161272705,0,0,0,0.0,0.7737081780888547
2024-04-03,AAPL,168.44039916992188,0.0132757080862091,0.0136036767347087,0.0125431623622313,-0.1296931731484778,0.0304595097608417,-0.0003535330758989,-0.0027627284070488,-0.0624435202335154,-0.0110226462576468,-0.0020630660092345,0.2431810749430876,0,0,0,-0.1993,0.4196665424710838
2024-04-04,AAPL,167.6163330078125,0.0059706987359333,0.0135832147131878,0.012108286014391,-0.1339510020909136,0.0304595097608417,-0.0259073661289291,-0.0017737413401865,-0.0890523955767945,0.0368439269018645,0.024937769142088,0.2856532929190825,0,0,0,-0.0801,0.25563323397686705
